╔══════════════════════════════════════════════════════════╗
║               HADES V19 — DB EXPORT                    ║
  SD_♥️_7                   SD            2      5     0  +42.9% →🔵
  SD_♦️_7                   SD            3      3     0  +0.0%   =
  SD_♠️_8                   SD            5      2     0  -42.9% →🔴
  SD_♣️_8                   SD            2      5     1  +37.5% →🔵
  SD_♥️_8                   SD            3      5     1  +22.2% →🔵
  SD_♦️_8                   SD            5      4     0  -11.1% →🔴
  SD_♠️_9                   SD            3      9     1  +46.2% →🔵
  SD_♣️_9                   SD            6      7     0  +7.7% →🔵
  SD_♥️_9                   SD            4      8     0  +33.3% →🔵
  SD_♦️_9                   SD            2      0     0  -100.0% →🔴
  SUIT_♠️                   SUIT         15     23     2  +20.0% →🔵
  SUIT_♣️                   SUIT         21     26     1  +10.4% →🔵
  SUIT_♥️                   SUIT         22     22     1  +0.0%   =
  SUIT_♦️                   SUIT         14     14     0  +0.0%   =
  EXACT_♣️_2_0              NULL          0      1     0  +100.0% →🔵
  EXACT_♦️_A_0              NULL          0      1     0  +100.0% →🔵

╔══════════════════════════════════════════════════════════╗
║  AI_LAWS  (sorted by accuracy DESC)                      ║
╚══════════════════════════════════════════════════════════╝
    ID  TYPE                         PRED        CONF   ACC  USED  ACT
  ----------------------------------------------------------------------
  2345  streak3_blue_gap_lt25        🔵 Player     97%  100%   125  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 3}, 'gap_sec_lt': 25}
       DESC      : بعد 3 ثورين متتاليين + تأخير <25 ثانية → الثور [bt:61%/18]

  2422  streak2_red_long_continue    🔴 Banker     97%  100%     7  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 2}, 'gap_sec_gt': 40}
       DESC      : بعد راعيين متتاليين + تأخير >40 ثانية → الراعي (استقرار السلسلة البطيئة) [bt:57%/67]

  1300  compound_streak_digit_suit   🔴 Banker     93%  100%     0  ❌
       CONDITIONS: {'suit': '♥️', 'digit': 6, 'streak': {'value': 1, 'length': 2}}
       DESC      : بعد سلسلة من 2 نتائج للثور وآخر رقم 6 والبذلة ♥️ يميل للراعي بسبب تأثير السلسلة والتوزيع ا

  1338  compound_streak_gap_b_gap    🔴 Banker     93%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 3}, 'b_gap_lt': 500, 'gap_sec_lt': 15}
       DESC      : بعد سلسلة من 3 نتائج للثور مع فجوة رقمية صغيرة (<500) وفجوة زمنية قصيرة (<15 ث)، يميل الرا

  1292  compound_streak_cycle        🔴 Banker     91%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 4}, 'cycle_position': {'cycle': 6, 'position': 2}}
       DESC      : بعد سلسلة من 4 نتائج للثور وفي الموضع الثاني من دورة طولها 6 يميل للراعي بسبب تأثير السلسل

  1165  streak_cycle_position        🔴 Banker     91%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 4}, 'cycle_position': {'cycle': 6, 'position': 2}}
       DESC      : بعد سلسلة من 4 نتائج للثور وفي الموضع الثاني من دورة طولها 6، تميل النتيجة للراعي بسبب تأث

  1179  streak_cycle_position        🔴 Banker     91%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 4}, 'cycle_position': {'cycle': 6, 'position': 2}}
       DESC      : بعد سلسلة من 4 نتائج للثور وفي الموضع الثاني من دورة طولها 6، تميل النتيجة للراعي بسبب تأث

  1228  compound_streak_cycle        🔵 Player     91%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 4}, 'cycle_position': {'cycle': 6, 'position': 2}}
       DESC      : بعد سلسلة من 4 نتائج للراعي في الموضع الثاني من دورة طولها 6، يميل الثور للفوز بسبب تأثير 

  1254  streak_cycle_position        🔴 Banker     91%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 4}, 'cycle_position': {'cycle': 6, 'position': 2}}
       DESC      : بعد سلسلة من 4 نتائج للثور وفي الموضع الثاني من دورة طولها 6، يميل الراعي للفوز

  1086  streak                       🔵 Player     90%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 5}}
       DESC      : بعد سلسلة من 5 نتائج للثور (blue)، هناك ميل قوي للراعي (red) بنسبة 90%. هذا يشير إلى انتها

  1198  streak_cycle                 🔵 Player     90%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 5}, 'cycle_position': {'cycle': 7, 'position': 5}}
       DESC      : بعد سلسلة من 5 نتائج للراعي وفي الموضع الخامس من دورة طولها 7، تميل النتيجة للثور بسبب تأث

  1064  streak                       🔴 Banker     90%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 4}}
       DESC      : بعد سلسلة من 4 نتائج للراعي (red)، هناك ميل قوي للثور (blue) بنسبة 90%. هذا يشير إلى انتها

  1029  streak_analysis              🔵 Player     88%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 4}}
       DESC      : بعد سلسلة من 4 نتائج للراعي (red)، هناك ميل قوي للثور (blue) بنسبة 100%، مما يشير إلى انته

  1036  streak_analysis              🔴 Banker     85%  100%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 5}}
       DESC      : بعد سلسلة من 5 نتائج للثور (blue)، هناك ميل قوي للراعي (red) بنسبة 100%، مما يشير إلى انته

  2400  streak3_red_long_continue    🔴 Banker     59%   99%     6  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 3}, 'gap_sec_gt': 45}
       DESC      : بعد 3 رواعٍ متتاليين + تأخير >45 ثانية → الراعي (استقرار السلسلة) [bt:61%/56]

  1577  new_streak_continuation      🔵 Player     99%   97%    16  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 1}}
       DESC      : بعد جولة واحدة للثور، الجولة التالية تميل للثور

  1612  new_streak_continuation      🔵 Player     99%   95%    11  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 1}}
       DESC      : بعد جولة واحدة للثور، الجولة التالية تميل للثور (استمرارية)

  1471  compound_streak_digit_suit_rank 🔵 Player     95%   95%     0  ❌
       CONDITIONS: {'rank': '3', 'suit': '♦️', 'digit': 9, 'streak': {'value': 0, 'length': 2}}
       DESC      : بعد سلسلة من 2 نتائج للراعي وآخر رقم 9 والبذلة ♦️ والرتبة 3، يميل الثور للفوز

  1469  compound_streak_gap_digit    🔴 Banker     94%   95%     0  ❌
       CONDITIONS: {'digit': 8, 'streak': {'value': 1, 'length': 3}, 'b_gap_lt': 200}
       DESC      : بعد سلسلة من 3 نتائج للثور وفجوة صغيرة (<200) وآخر رقم 8، يميل الراعي للفوز

  1463  compound_streak_gap_sec      🔴 Banker     93%   93%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 3}, 'gap_sec_lt': 10}
       DESC      : بعد سلسلة من 3 نتائج للثور وفجوة زمنية قصيرة (<10 ث)، يميل الراعي للفوز

  1439  new_streak_cycle_gap         🔵 Player     93%   93%     0  ❌
       CONDITIONS: {'streak': {'value': 0, 'length': 2}, 'b_gap_lt': 300, 'cycle_position': {'cycle': 5, 'pos
       DESC      : بعد سلسلة من 2 نتائج للراعي والموضع الثالث من دورة طولها 5 والفجوة الصغيرة (<300)، يميل ال

  1466  compound_streak_digit_rank   🔵 Player     92%   92%     0  ❌
       CONDITIONS: {'rank': '7', 'digit': 4, 'streak': {'value': 0, 'length': 2}}
       DESC      : بعد سلسلة من 2 نتائج للراعي وآخر رقم 4 والرتبة 7، يميل الثور للفوز

  1472  compound_gap_sec_cycle_digit 🔴 Banker     91%   91%     0  ❌
       CONDITIONS: {'digit': 5, 'gap_sec_lt': 16, 'cycle_position': {'cycle': 7, 'position': 4}}
       DESC      : الفجوة الزمنية القصيرة (<16 ث) في الموضع الرابع من دورة طولها 7 مع آخر رقم 5 تميل للراعي

  1931  compound_mod3_digit          🔵 Player     88%   91%     1  ❌
       CONDITIONS: {'digit': 6, 'digit_sum_mod': {'mod': 3, 'remainder': 1}}
       DESC      : mod 3 = 1 مع الرقم الأخير 6 يعزز الثور

  1326  compound_gap_sec_streak      🔴 Banker     93%   90%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 2}, 'gap_sec_lt': 10}
       DESC      : الفجوة الزمنية القصيرة (<10 ث) بعد سلسلة من 2 نتائج للثور تميل للراعي بسبب تأثير الوقت وال

  1349  compound_gap_sec_streak      🔴 Banker     92%   90%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 2}, 'gap_sec_lt': 10}
       DESC      : الفجوة الزمنية القصيرة (<10 ث) بعد سلسلة من 2 نتائج للثور تميل للراعي

  1930  gap_sec_rank_k               🔴 Banker     87%   90%     3  ❌
       CONDITIONS: {'rank': 'K', 'gap_sec_lt': 25}
       DESC      : فجوة زمنية قصيرة مع King تميل للراعي

  1597  compound_digit_rank_value    🔵 Player     88%   89%     7  ❌
       CONDITIONS: {'digit': 8, 'rank_value_mod': {'mod': 5, 'remainder': 2}}
       DESC      : آخر رقم 8 وقيمة الرتبة mod 5 = 2 يميل للثور

  1467  compound_gap_sec_digit_rank  🔴 Banker     88%   89%     0  ❌
       CONDITIONS: {'rank': '2', 'digit': 6, 'gap_sec_lt': 14}
       DESC      : الفجوة الزمنية القصيرة (<14 ث) مع آخر رقم 6 والرتبة 2 تميل للراعي

  1458  compound_cycle_gap           🔵 Player     85%   88%     0  ❌
       CONDITIONS: {'b_gap_gt': 800, 'cycle_position': {'cycle': 6, 'position': 4}}
       DESC      : في الموضع الرابع من دورة طولها 6 مع فجوة كبيرة (>800)، يميل الثور للفوز

  1698  compound_mod7_rank3          🔵 Player     86%   87%     0  ❌
       CONDITIONS: {'rank': '3', 'digit_sum_mod': {'mod': 7, 'remainder': 3}}
       DESC      : الرتبة 3 مع mod 7 = 3 تعطي انحيازاً إيجابياً للثور.

  1719  digit_7_player_favor         🔵 Player     86%   87%     1  ❌
       CONDITIONS: {'digit': 7}
       DESC      : عندما ينتهي رقم الجولة بـ 7، يميل الثور للفوز (116 vs 96).

  1406  compound_rank_time           🔵 Player     87%   87%     0  ❌
       CONDITIONS: {'rank': '3', 'gap_sec_lt': 14}
       DESC      : عندما تكون الرتبة 3 والفجوة الزمنية (<14 ث)، يميل الثور للفوز

  1404  compound_cycle_suit          🔵 Player     99%   87%    12  ❌
       CONDITIONS: {'suit': '♦️', 'cycle_position': {'cycle': 4, 'position': 3}}
       DESC      : في الموضع الثالث من دورة طولها 4 والبذلة ♦️، يميل الثور للفوز

  1503  compound_digit_rank_value    🔵 Player     99%   86%    15  ❌
       CONDITIONS: {'digit': 8, 'rank_value_mod': {'mod': 5, 'remainder': 2}}
       DESC      : آخر رقم 8 وقيمة الرتبة mod 5 = 2 يميل للثور

  1594  compound_time_digit          🔴 Banker     99%   86%    16  ❌
       CONDITIONS: {'digit': 2, 'gap_sec_gt': 15}
       DESC      : فجوة زمنية طويلة (>15 ث) وآخر رقم 2 يميل للراعي

  1525  compound_digit_rank_value    🔵 Player     85%   86%     8  ❌
       CONDITIONS: {'digit': 8, 'rank_value_mod': {'mod': 5, 'remainder': 2}}
       DESC      : آخر رقم 8 وقيمة الرتبة mod 5 = 2 يميل للثور

  1443  new_rank_value_digit         🔵 Player     99%   86%    11  ❌
       CONDITIONS: {'digit': 8, 'rank_value_mod': {'mod': 9, 'remainder': 7}}
       DESC      : قيمة الرتبة mod 9 = 7 وآخر رقم 8 تميل للثور
